,0,1,2,3,4
28.6,2011,Female,All,"Seattle, WA",28.6
28.9,2011,Female,All,"Denver, CO",28.9
29.4,2011,Female,All,"Oakland (Alameda County), CA",29.4
29.9,2011,Female,All,"San Diego County, CA",29.9
30.1,2011,Female,All,"Boston, MA",30.1
31.7,2011,Female,All,"Houston, TX",31.7
34.3,2011,Female,All,"Washington, DC",34.3
34.5,2011,Female,All,"Chicago, Il",34.5
36.5,2011,Female,All,"Fort Worth (Tarrant County), TX",36.5
37.1,2011,Female,All,"U.S. Total, U.S. Total",37.1
44.7,2011,Female,All,"Las Vegas (Clark County), NV",44.7
44.7,2011,Female,All,"Portland (Multnomah County), OR",44.7
45.7,2011,Female,All,"Detroit, MI",45.7
46.3,2011,Female,All,"Indianapolis (Marion County), IN",46.3
49.6,2011,Female,All,"Columbus, OH",49.6
49.7,2011,Female,All,"Philadelphia, PA",49.7
51.4,2011,Female,All,"Kansas City, MO",51.4
20.9,2011,Male,All,"Los Angeles, CA",20.9
25.4,2011,Male,All,"Phoenix, AZ",25.4
41.6,2011,Male,All,"Denver, CO",41.6
43.0,2011,Male,All,"San Jose, CA",43.0
43.2,2011,Male,All,"Miami (Miami-Dade County), FL",43.2
43.5,2011,Male,All,"Seattle, WA",43.5
44.3,2011,Male,All,"New York City, NY",44.3
44.9,2011,Male,All,"San Diego County, CA",44.9
45.4,2011,Male,All,"Long Beach, CA",45.4
45.6,2011,Male,All,"Minneapolis, MN",45.6
46.4,2011,Male,All,"Oakland (Alameda County), CA",46.4
48.6,2011,Male,All,"Washington, DC",48.6
48.7,2011,Male,All,"Houston, TX",48.7
53.3,2011,Male,All,"San Antonio, TX",53.3
55.7,2011,Male,All,"Portland (Multnomah County), OR",55.7
57.7,2011,Male,All,"U.S. Total, U.S. Total",57.7
58.1,2011,Male,All,"Boston, MA",58.1
60.9,2011,Male,All,"Las Vegas (Clark County), NV",60.9
62.6,2011,Male,All,"Fort Worth (Tarrant County), TX",62.6
65.8,2011,Male,All,"Chicago, Il",65.8
71.5,2011,Male,All,"Philadelphia, PA",71.5
73.0,2011,Male,All,"Detroit, MI",73.0
77.3,2011,Male,All,"Kansas City, MO",77.3
80.2,2011,Male,All,"Indianapolis (Marion County), IN",80.2
80.6,2011,Male,All,"Columbus, OH",80.6
15.8,2012,Both,All,"Los Angeles, CA",15.8
28.4,2012,Both,All,"Phoenix, AZ",28.4
29.0,2012,Both,All,"San Antonio, TX",29.0
29.3,2012,Both,All,"Miami (Miami-Dade County), FL",29.3
31.8,2012,Both,All,"Long Beach, CA",31.8
32.0,2012,Both,All,"San Jose, CA",32.0
33.8,2012,Both,All,"New York City, NY",33.8
34.0,2012,Both,All,"Seattle, WA",34.0
34.9,2012,Both,All,"San Diego County, CA",34.9
39.2,2012,Both,All,"Houston, TX",39.2
39.5,2012,Both,All,"Denver, CO",39.5
40.2,2012,Both,All,"Washington, DC",40.2
40.7,2012,Both,All,"Portland (Multnomah County), OR",40.7
44.5,2012,Both,All,"Minneapolis, MN",44.5
44.9,2012,Both,All,"U.S. Total, U.S. Total",44.9
45.3,2012,Both,All,"Boston, MA",45.3
46.2,2012,Both,All,"Chicago, Il",46.2
46.2,2012,Both,All,"Fort Worth (Tarrant County), TX",46.2
51.0,2012,Both,All,"Las Vegas (Clark County), NV",51.0
55.3,2012,Both,All,"Kansas City, MO",55.3
57.0,2012,Both,All,"Philadelphia, PA",57.0
61.2,2012,Both,All,"Detroit, MI",61.2
62.2,2012,Both,All,"Columbus, OH",62.2
62.5,2012,Both,All,"Indianapolis (Marion County), IN",62.5
85.2,2012,Both,All,"Oakland (Alameda County), CA",85.2
7.1,2012,Both,American Indian/Alaska Native,"Phoenix, AZ",7.1
30.1,2012,Both,American Indian/Alaska Native,"U.S. Total, U.S. Total",30.1
97.0,2012,Both,American Indian/Alaska Native,"Minneapolis, MN",97.0
14.8,2012,Both,Asian/PI,"Los Angeles, CA",14.8
15.8,2012,Both,Asian/PI,"Phoenix, AZ",15.8
19.9,2012,Both,Asian/PI,"Chicago, Il",19.9
23.3,2012,Both,Asian/PI,"Seattle, WA",23.3
24.0,2012,Both,Asian/PI,"U.S. Total, U.S. Total",24.0
25.7,2012,Both,Asian/PI,"Denver, CO",25.7
26.2,2012,Both,Asian/PI,"Oakland (Alameda County), CA",26.2
26.3,2012,Both,Asian/PI,"Philadelphia, PA",26.3
26.5,2012,Both,Asian/PI,"San Diego County, CA",26.5
26.7,2012,Both,Asian/PI,"Las Vegas (Clark County), NV",26.7
27.4,2012,Both,Asian/PI,"New York City, NY",27.4
27.4,2012,Both,Asian/PI,"San Jose, CA",27.4
30.1,2012,Both,Asian/PI,"Long Beach, CA",30.1
33.9,2012,Both,Asian/PI,"Minneapolis, MN",33.9
42.3,2012,Both,Asian/PI,"Boston, MA",42.3
48.0,2012,Both,Asian/PI,"Portland (Multnomah County), OR",48.0
,2012,Both,Asian/PI,"Columbus, OH",
,2012,Both,Asian/PI,"Indianapolis (Marion County), IN",
,2012,Both,Asian/PI,"Indianapolis (Marion County), IN",
29.3,2012,Both,Black,"Miami (Miami-Dade County), FL",29.3
32.4,2012,Both,Black,"Phoenix, AZ",32.4
33.1,2012,Both,Black,"Seattle, WA",33.1
34.8,2012,Both,Black,"Long Beach, CA",34.8
37.7,2012,Both,Black,"New York City, NY",37.7
37.8,2012,Both,Black,"Boston, MA",37.8
46.8,2012,Both,Black,"Los Angeles, CA",46.8
47.7,2012,Both,Black,"San Diego County, CA",47.7
48.1,2012,Both,Black,"San Antonio, TX",48.1
49.6,2012,Both,Black,"U.S. Total, U.S. Total",49.6
50.3,2012,Both,Black,"Denver, CO",50.3
52.1,2012,Both,Black,"Houston, TX",52.1
52.3,2012,Both,Black,"Washington, DC",52.3
52.4,2012,Both,Black,"Minneapolis, MN",52.4
53.8,2012,Both,Black,"Kansas City, MO",53.8
55.4,2012,Both,Black,"Oakland (Alameda County), CA",55.4
56.0,2012,Both,Black,"Fort Worth (Tarrant County), TX",56.0
58.4,2012,Both,Black,"Columbus, OH",58.4
61.4,2012,Both,Black,"Las Vegas (Clark County), NV",61.4
62.1,2012,Both,Black,"Detroit, MI",62.1
62.7,2012,Both,Black,"Chicago, Il",62.7
62.8,2012,Both,Black,"Philadelphia, PA",62.8
78.8,2012,Both,Black,"Indianapolis (Marion County), IN",78.8
4.7,2012,Both,Hispanic,"Minneapolis, MN",4.7
4.9,2012,Both,Hispanic,"Phoenix, AZ",4.9
9.0,2012,Both,Hispanic,"Los Angeles, CA",9.0
14.5,2012,Both,Hispanic,"Houston, TX",14.5
17.0,2012,Both,Hispanic,"Long Beach, CA",17.0
18.1,2012,Both,Hispanic,"San Jose, CA",18.1
18.2,2012,Both,Hispanic,"San Antonio, TX",18.2
18.5,2012,Both,Hispanic,"San Diego County, CA",18.5
19.2,2012,Both,Hispanic,"U.S. Total, U.S. Total",19.2
19.4,2012,Both,Hispanic,"Fort Worth (Tarrant County), TX",19.4
20.0,2012,Both,Hispanic,"New York City, NY",20.0
21.3,2012,Both,Hispanic,"Chicago, Il",21.3
21.8,2012,Both,Hispanic,"Washington, DC",21.8
22.2,2012,Both,Hispanic,"Boston, MA",22.2
27.2,2012,Both,Hispanic,"Philadelphia, PA",27.2
27.3,2012,Both,Hispanic,"Miami (Miami-Dade County), FL",27.3
28.1,2012,Both,Hispanic,"Las Vegas (Clark County), NV",28.1
32.9,2012,Both,Hispanic,"Denver, CO",32.9
,2012,Both,Hispanic,"Columbus, OH",
,2012,Both,Hispanic,"Indianapolis (Marion County), IN",
,2012,Both,Hispanic,"Indianapolis (Marion County), IN",
,2012,Both,Hispanic,"Oakland (Alameda County), CA",
7.8,2012,Both,Multiracial,"Phoenix, AZ",7.8
0.6,2012,Both,Other,"Phoenix, AZ",0.6
4.0,2012,Both,Other,"Las Vegas (Clark County), NV",4.0
20.4,2012,Both,Other,"Houston, TX",20.4
30.7,2012,Both,Other,"San Antonio, TX",30.7
,2012,Both,Other,"Boston, MA",
,2012,Both,Other,"Columbus, OH",
,2012,Both,Other,"Oakland (Alameda County), CA",
,2012,Both,Other,"San Diego County, CA",
12.7,2012,Both,White,"Los Angeles, CA",12.7
21.6,2012,Both,White,"Washington, DC",21.6
30.3,2012,Both,White,"Oakland (Alameda County), CA",30.3
33.6,2012,Both,White,"Long Beach, CA",33.6
33.6,2012,Both,White,"Phoenix, AZ",33.6
36.6,2012,Both,White,"Miami (Miami-Dade County), FL",36.6
37.1,2012,Both,White,"San Antonio, TX",37.1
38.3,2012,Both,White,"Seattle, WA",38.3
39.4,2012,Both,White,"San Diego County, CA",39.4
39.7,2012,Both,White,"Portland (Multnomah County), OR",39.7
40.6,2012,Both,White,"San Jose, CA",40.6
40.7,2012,Both,White,"New York City, NY",40.7
41.4,2012,Both,White,"Denver, CO",41.4
43.9,2012,Both,White,"Minneapolis, MN",43.9
45.3,2012,Both,White,"Chicago, Il",45.3
47.3,2012,Both,White,"Houston, TX",47.3
48.0,2012,Both,White,"U.S. Total, U.S. Total",48.0
50.3,2012,Both,White,"Fort Worth (Tarrant County), TX",50.3
52.7,2012,Both,White,"Philadelphia, PA",52.7
54.3,2012,Both,White,"Boston, MA",54.3
56.0,2012,Both,White,"Kansas City, MO",56.0
56.9,2012,Both,White,"Detroit, MI",56.9
57.3,2012,Both,White,"Las Vegas (Clark County), NV",57.3
60.6,2012,Both,White,"Indianapolis (Marion County), IN",60.6
65.8,2012,Both,White,"Columbus, OH",65.8
11.7,2012,Female,All,"Los Angeles, CA",11.7
18.3,2012,Female,All,"Miami (Miami-Dade County), FL",18.3
22.2,2012,Female,All,"San Antonio, TX",22.2
24.2,2012,Female,All,"San Jose, CA",24.2
24.8,2012,Female,All,"Long Beach, CA",24.8
26.1,2012,Female,All,"New York City, NY",26.1
29.4,2012,Female,All,"Phoenix, AZ",29.4
30.9,2012,Female,All,"San Diego County, CA",30.9
32.1,2012,Female,All,"Washington, DC",32.1
32.2,2012,Female,All,"Houston, TX",32.2
32.8,2012,Female,All,"Seattle, WA",32.8
34.6,2012,Female,All,"Denver, CO",34.6
36.4,2012,Female,All,"U.S. Total, U.S. Total",36.4
37.4,2012,Female,All,"Chicago, Il",37.4
37.4,2012,Female,All,"Fort Worth (Tarrant County), TX",37.4
37.7,2012,Female,All,"Minneapolis, MN",37.7
39.2,2012,Female,All,"Portland (Multnomah County), OR",39.2
41.7,2012,Female,All,"Boston, MA",41.7
45.7,2012,Female,All,"Las Vegas (Clark County), NV",45.7
46.4,2012,Female,All,"Philadelphia, PA",46.4
48.9,2012,Female,All,"Detroit, MI",48.9
49.9,2012,Female,All,"Indianapolis (Marion County), IN",49.9
50.5,2012,Female,All,"Columbus, OH",50.5
50.7,2012,Female,All,"Kansas City, MO",50.7
21.1,2012,Male,All,"Los Angeles, CA",21.1
27.0,2012,Male,All,"Phoenix, AZ",27.0
35.8,2012,Male,All,"Seattle, WA",35.8
38.7,2012,Male,All,"San Antonio, TX",38.7
40.1,2012,Male,All,"San Diego County, CA",40.1
40.4,2012,Male,All,"Long Beach, CA",40.4
42.6,2012,Male,All,"Portland (Multnomah County), OR",42.6
43.3,2012,Male,All,"San Jose, CA",43.3
44.0,2012,Male,All,"Miami (Miami-Dade County), FL",44.0
44.6,2012,Male,All,"New York City, NY",44.6
45.6,2012,Male,All,"Denver, CO",45.6
48.6,2012,Male,All,"Houston, TX",48.6
50.3,2012,Male,All,"Boston, MA",50.3
51.9,2012,Male,All,"Oakland (Alameda County), CA",51.9
51.9,2012,Male,All,"Washington, DC",51.9
53.5,2012,Male,All,"Minneapolis, MN",53.5
